state,year,factor
MN,2027,282.6328506675606
MN,2028,222.88752888058016
MN,2029,222.88752888058016
MN,2030,241.40637401012393
MN,2031,254.06091818197882
MN,2032,266.7154623538337
MN,2033,279.3700065256886
MN,2034,292.0245506975435
MN,2035,304.6790948693984
MN,2036,312.83620522407836
MN,2037,320.99331557875837
MN,2038,329.1504259334383
MN,2039,337.30753628811834
MN,2040,345.4646466427983
MN,2041,345.4205541543946
MN,2042,345.376461665991
MN,2043,345.3323691775873
MN,2044,345.28827668918365
MN,2045,345.24418420077996
MN,2046,346.1260339688535
MN,2047,347.007883736927
MN,2048,347.8897335050005
MN,2049,348.771583273074
MN,2050,349.65343304114754
MN,2051,349.65343304114754
MN,2052,349.65343304114754
MN,2053,349.65343304114754
MN,2054,349.65343304114754
MN,2055,349.65343304114754
MN,2056,349.65343304114754
MN,2057,349.65343304114754
MN,2058,349.65343304114754
MN,2059,349.65343304114754
MN,2060,349.65343304114754
MN,2061,349.65343304114754
MN,2062,349.65343304114754
MN,2063,349.65343304114754
MN,2064,349.65343304114754
MN,2065,349.65343304114754
MN,2066,349.65343304114754
MN,2067,349.65343304114754
MN,2068,349.65343304114754
MN,2069,349.65343304114754
MO,2020,881.849768073512
MO,2021,881.849768073512
MO,2022,881.849768073512
MO,2023,881.849768073512
MO,2024,881.849768073512
MO,2025,758.5010317642295
MO,2026,526.2438490978684
MO,2027,526.2438490978684
MO,2028,393.4152277817955
MO,2029,393.4152277817955
MO,2030,369.49505282280154
MO,2031,387.3084181378865
MO,2032,405.12178345297144
MO,2033,422.93514876805637
MO,2034,440.74851408314134
MO,2035,458.56187939822627
MO,2036,461.91290851690565
MO,2037,465.26393763558497
MO,2038,468.6149667542643
MO,2039,471.9659958729436
MO,2040,475.317024991623
MO,2041,477.16890950457736
MO,2042,479.0207940175317
MO,2043,480.87267853048616
MO,2044,482.7245630434405
MO,2045,484.5764475563949
MO,2046,474.83200761918255
MO,2047,465.08756768197026
MO,2048,455.3431277447579
MO,2049,445.5986878075457
MO,2050,435.8542478703333
MO,2051,435.8542478703333
MO,2052,435.8542478703333
MO,2053,435.8542478703333
MO,2054,435.8542478703333
MO,2055,435.8542478703333
MO,2056,435.8542478703333
MO,2057,435.8542478703333
MO,2058,435.8542478703333
MO,2059,435.8542478703333
MO,2060,435.8542478703333
MO,2061,435.8542478703333
MO,2062,435.8542478703333
MO,2063,435.8542478703333
MO,2064,435.8542478703333
MO,2065,435.8542478703333
MO,2066,435.8542478703333
MO,2067,435.8542478703333
MO,2068,435.8542478703333
MO,2069,435.8542478703333
MS,2020,1034.630240392248
MS,2021,1034.630240392248
MS,2022,1034.630240392248
MS,2023,1034.630240392248
MS,2024,1034.630240392248
MS,2025,999.9074057743535
MS,2026,917.6749149014985
MS,2027,917.6749149014985
MS,2028,880.1962997583743
MS,2029,880.1962997583743
MS,2030,890.2273408702105
MS,2031,886.7440342863201
MS,2032,883.2607277024297
MS,2033,879.7774211185393
MS,2034,876.2941145346489
MS,2035,872.8108079507585
MS,2036,861.1703910121882
MS,2037,849.5299740736178
MS,2038,837.8895571350474
MS,2039,826.249140196477
MS,2040,814.6087232579067
MS,2041,789.2555424257932
MS,2042,763.9023615936799
MS,2043,738.5491807615664
MS,2044,713.1959999294529
MS,2045,687.8428190973394
MS,2046,675.3205523906955
MS,2047,662.7982856840516
MS,2048,650.2760189774078
MS,2049,637.7537522707639
MS,2050,625.2314855641201
MS,2051,625.2314855641201
MS,2052,625.2314855641201
MS,2053,625.2314855641201
MS,2054,625.2314855641201
MS,2055,625.2314855641201
MS,2056,625.2314855641201
MS,2057,625.2314855641201
MS,2058,625.2314855641201
MS,2059,625.2314855641201
MS,2060,625.2314855641201
MS,2061,625.2314855641201
MS,2062,625.2314855641201
MS,2063,625.2314855641201
MS,2064,625.2314855641201
MS,2065,625.2314855641201
MS,2066,625.2314855641201
MS,2067,625.2314855641201
MS,2068,625.2314855641201
MS,2069,625.2314855641201
MT,2020,821.0021340764397
MT,2021,821.0021340764397
MT,2022,821.0021340764397
MT,2023,821.0021340764397
MT,2024,821.0021340764397
MT,2025,709.1174447521129
MT,2026,507.3943103052969
MT,2027,507.3943103052969
MT,2028,384.8171925430789
MT,2029,384.8171925430789
MT,2030,352.0785199033497
MT,2031,370.112347660453
MT,2032,388.1461754175563
MT,2033,406.18000317465965
MT,2034,424.21383093176297
MT,2035,442.2476586888663
MT,2036,460.36967142277695
MT,2037,478.4916841566876
MT,2038,496.6136968905983
MT,2039,514.735709624509
MT,2040,532.8577223584197
MT,2041,530.6530979382359
MT,2042,528.4484735180521
MT,2043,526.2438490978683
MT,2044,524.0392246776845
MT,2045,521.8346002575007
MT,2046,526.5524965166941
MT,2047,531.2703927758873
MT,2048,535.9882890350806
MT,2049,540.706185294274
MT,2050,545.4240815534672
MT,2051,545.4240815534672
MT,2052,545.4240815534672
MT,2053,545.4240815534672
MT,2054,545.4240815534672
MT,2055,545.4240815534672
MT,2056,545.4240815534672
MT,2057,545.4240815534672
MT,2058,545.4240815534672
MT,2059,545.4240815534672
MT,2060,545.4240815534672
MT,2061,545.4240815534672
MT,2062,545.4240815534672
MT,2063,545.4240815534672
MT,2064,545.4240815534672
MT,2065,545.4240815534672
MT,2066,545.4240815534672
MT,2067,545.4240815534672
MT,2068,545.4240815534672
MT,2069,545.4240815534672
NC,2020,827.6160073369911
NC,2021,827.6160073369911
NC,2022,827.6160073369911
NC,2023,827.6160073369911
NC,2024,827.6160073369911
NC,2025,717.0540926647745
NC,2026,521.0629817104365
NC,2027,521.0629817104365
NC,2028,417.11494029877116
NC,2029,417.11494029877116
NC,2030,398.59609516922745
NC,2031,386.02973597417997
NC,2032,373.4633767791324
NC,2033,360.89701758408484
NC,2034,348.33065838903724
NC,2035,335.76429919398976
NC,2036,317.51000899486803
NC,2037,299.25571879574636
NC,2038,281.00142859662463
NC,2039,262.7471383975029
NC,2040,244.49284819838124
NC,2041,218.61055750542366
NC,2042,192.72826681246607
NC,2043,166.8459761195085
NC,2044,140.9636854265509
NC,2045,115.08139473359333
NC,2046,102.6473130037568
NC,2047,90.21323127392029
NC,2048,77.77914954408377
NC,2049,65.34506781424724
NC,2050,52.91098608441072
NC,2051,52.91098608441072
NC,2052,52.91098608441072
NC,2053,52.91098608441072
NC,2054,52.91098608441072
NC,2055,52.91098608441072
NC,2056,52.91098608441072
NC,2057,52.91098608441072
NC,2058,52.91098608441072
NC,2059,52.91098608441072
NC,2060,52.91098608441072
NC,2061,52.91098608441072
NC,2062,52.91098608441072
NC,2063,52.91098608441072
NC,2064,52.91098608441072
NC,2065,52.91098608441072
NC,2066,52.91098608441072
NC,2067,52.91098608441072
NC,2068,52.91098608441072
NC,2069,52.91098608441072
ND,2020,636.0341452230206
ND,2021,636.0341452230206
ND,2022,636.0341452230206
ND,2023,636.0341452230206
ND,2024,636.0341452230206
ND,2025,506.1817668741959
ND,2026,305.8916383004995
ND,2027,305.8916383004995
ND,2028,258.0512883825115
ND,2029,258.0512883825115
ND,2030,280.6486886893952
ND,2031,296.7865394451405
ND,2032,312.92439020088574
ND,2033,329.062240956631
ND,2034,345.2000917123763
ND,2035,361.3379424681216
ND,2036,372.8460819414809
ND,2037,384.35422141484025
ND,2038,395.8623608881996
ND,2039,407.37050036155887
ND,2040,418.8786398349182
ND,2041,421.56828162754243
ND,2042,424.25792342016666
ND,2043,426.94756521279083
ND,2044,429.63720700541506
ND,2045,432.3268487980393
ND,2046,434.22282579939736
ND,2047,436.11880280075536
ND,2048,438.0147798021134
ND,2049,439.9107568034715
ND,2050,441.80673380482955
ND,2051,441.80673380482955
ND,2052,441.80673380482955
ND,2053,441.80673380482955
ND,2054,441.80673380482955
ND,2055,441.80673380482955
ND,2056,441.80673380482955
ND,2057,441.80673380482955
ND,2058,441.80673380482955
ND,2059,441.80673380482955
ND,2060,441.80673380482955
ND,2061,441.80673380482955
ND,2062,441.80673380482955
ND,2063,441.80673380482955
ND,2064,441.80673380482955
ND,2065,441.80673380482955
ND,2066,441.80673380482955
ND,2067,441.80673380482955
ND,2068,441.80673380482955
ND,2069,441.80673380482955
NE,2020,647.2777297659579
NE,2021,647.2777297659579
NE,2022,647.2777297659579
NE,2023,647.2777297659579
NE,2024,647.2777297659579
NE,2025,521.8346002575008
NE,2026,324.85140831408006
NE,2027,324.85140831408006
NE,2028,270.28695391453147
NE,2029,270.28695391453147
NE,2030,287.2625619499466
NE,2031,302.16582303038894
NE,2032,317.0690841108312
NE,2033,331.9723451912736
NE,2034,346.875606271716
NE,2035,361.77886735215833
NE,2036,373.1547293603066
NE,2037,384.5305913684549
NE,2038,395.9064533766033
NE,2039,407.28231538475154
NE,2040,418.65817739289986
NE,2041,421.5241891391388
NE,2042,424.3902008853777
NE,2043,427.2562126316166
NE,2044,430.1222243778555
NE,2045,432.98823612409444
NE,2046,435.45741547470027
NE,2047,437.9265948253061
NE,2048,440.3957741759119
NE,2049,442.86495352651775
NE,2050,445.3341328771236
NE,2051,445.3341328771236
NE,2052,445.3341328771236
NE,2053,445.3341328771236
NE,2054,445.3341328771236
NE,2055,445.3341328771236
NE,2056,445.3341328771236
NE,2057,445.3341328771236
NE,2058,445.3341328771236
NE,2059,445.3341328771236
NE,2060,445.3341328771236
NE,2061,445.3341328771236
NE,2062,445.3341328771236
NE,2063,445.3341328771236
NE,2064,445.3341328771236
NE,2065,445.3341328771236
NE,2066,445.3341328771236
NE,2067,445.3341328771236
NE,2068,445.3341328771236
NE,2069,445.3341328771236
NH,2020,911.1712728619564
NH,2021,911.1712728619564
NH,2022,911.1712728619564
NH,2023,911.1712728619564
NH,2024,911.1712728619564
NH,2025,883.6134676096591
NH,2026,853.7408067161689
NH,2027,853.7408067161689
NH,2028,859.2523677666283
NH,2029,859.2523677666283
NH,2030,867.0787844582808
NH,2031,869.4156863436756
NH,2032,871.7525882290704
NH,2033,874.0894901144652
NH,2034,876.42639199986
NH,2035,878.7632938852548
NH,2036,866.1969346902073
NH,2037,853.6305754951597
NH,2038,841.0642163001121
NH,2039,828.4978571050646
NH,2040,815.9314979100171
NH,2041,794.458456057427
NH,2042,772.985414204837
NH,2043,751.512372352247
NH,2044,730.0393304996569
NH,2045,708.5662886470669
NH,2046,696.6613167780745
NH,2047,684.756344909082
NH,2048,672.8513730400897
NH,2049,660.9464011710971
NH,2050,649.0414293021048
NH,2051,649.0414293021048
NH,2052,649.0414293021048
NH,2053,649.0414293021048
NH,2054,649.0414293021048
NH,2055,649.0414293021048
NH,2056,649.0414293021048
NH,2057,649.0414293021048
NH,2058,649.0414293021048
NH,2059,649.0414293021048
NH,2060,649.0414293021048
NH,2061,649.0414293021048
NH,2062,649.0414293021048
NH,2063,649.0414293021048
NH,2064,649.0414293021048
NH,2065,649.0414293021048
NH,2066,649.0414293021048
NH,2067,649.0414293021048
NH,2068,649.0414293021048
NH,2069,649.0414293021048
NJ,2020,904.557399601405
NJ,2021,904.557399601405
NJ,2022,904.557399601405
NJ,2023,904.557399601405
NJ,2024,904.557399601405
NJ,2025,849.4417890968105
NJ,2026,714.8494682445908
NJ,2027,714.8494682445908
NJ,2028,631.9555900456805
NJ,2029,631.9555900456805
NJ,2030,628.5384221943958
NJ,2031,630.6548616377721
NJ,2032,632.7713010811485
NJ,2033,634.887740524525
NJ,2034,637.0041799679015
NJ,2035,639.1206194112779
NJ,2036,647.9832095804165
NJ,2037,656.8457997495555
NJ,2038,665.7083899186943
NJ,2039,674.570980087833
NJ,2040,683.4335702569718
NJ,2041,685.726379653963
NJ,2042,688.0191890509541
NJ,2043,690.3119984479453
NJ,2044,692.6048078449363
NJ,2045,694.8976172419275
NJ,2046,695.0298947071385
NJ,2047,695.1621721723495
NJ,2048,695.2944496375605
NJ,2049,695.4267271027716
NJ,2050,695.5590045679826
NJ,2051,695.5590045679826
NJ,2052,695.5590045679826
NJ,2053,695.5590045679826
NJ,2054,695.5590045679826
NJ,2055,695.5590045679826
NJ,2056,695.5590045679826
NJ,2057,695.5590045679826
NJ,2058,695.5590045679826
NJ,2059,695.5590045679826
NJ,2060,695.5590045679826
NJ,2061,695.5590045679826
NJ,2062,695.5590045679826
NJ,2063,695.5590045679826
NJ,2064,695.5590045679826
NJ,2065,695.5590045679826
NJ,2066,695.5590045679826
NJ,2067,695.5590045679826
NJ,2068,695.5590045679826
NJ,2069,695.5590045679826
NM,2020,745.6039789061545
NM,2021,745.6039789061545
NM,2022,745.6039789061545
NM,2023,745.6039789061545
NM,2024,745.6039789061545
NM,2025,608.8070336337508
NM,2026,385.5888110901431
NM,2027,385.5888110901431
NM,2028,238.43013104287581
NM,2029,238.43013104287581
NM,2030,177.69272826681268
NM,2031,185.89393110989633
NM,2032,194.09513395297998
NM,2033,202.29633679606366
NM,2034,210.49753963914733
NM,2035,218.69874248223098
NM,2036,220.59471948358905
NM,2037,222.4906964849471
NM,2038,224.38667348630514
NM,2039,226.2826504876632
NM,2040,228.17862748902124
NM,2041,211.73212931445025
NM,2042,195.28563113987923
NM,2043,178.83913296530827
NM,2044,162.39263479073725
NM,2045,145.94613661616626
NM,2046,134.21753470078855
NM,2047,122.48893278541082
NM,2048,110.76033087003312
NM,2049,99.0317289546554
NM,2050,87.3031270392777
NM,2051,87.3031270392777
NM,2052,87.3031270392777
NM,2053,87.3031270392777
NM,2054,87.3031270392777
NM,2055,87.3031270392777
NM,2056,87.3031270392777
NM,2057,87.3031270392777
NM,2058,87.3031270392777
NM,2059,87.3031270392777
NM,2060,87.3031270392777
NM,2061,87.3031270392777
NM,2062,87.3031270392777
NM,2063,87.3031270392777
NM,2064,87.3031270392777
NM,2065,87.3031270392777
NM,2066,87.3031270392777
NM,2067,87.3031270392777
NM,2068,87.3031270392777
NM,2069,87.3031270392777
NV,2020,724.6600469144086
NV,2021,724.6600469144086
NV,2022,724.6600469144086
NV,2023,724.6600469144086
NV,2024,724.6600469144086
NV,2025,603.1852413622823
NV,2026,400.80071958941124
NV,2027,400.80071958941124
NV,2028,271.05857246159576
NV,2029,271.05857246159576
NV,2030,222.22614155452504
NV,2031,236.5562002857196
NV,2032,250.88625901691418
NV,2033,265.2163177481088
NV,2034,279.5463764793033
NV,2035,293.8764352104979
NV,2036,307.98603149967414
NV,2037,322.0956277888503
NV,2038,336.20522407802645
NV,2039,350.3148203672027
NV,2040,364.42441665637887
NV,2041,365.79128379689286
NV,2042,367.1581509374068
NV,2043,368.52501807792066
NV,2044,369.89188521843465
NV,2045,371.2587523589486
NV,2046,373.4192842907287
NV,2047,375.57981622250884
NV,2048,377.7403481542889
NV,2049,379.90088008606904
NV,2050,382.06141201784914
NV,2051,382.06141201784914
NV,2052,382.06141201784914
NV,2053,382.06141201784914
NV,2054,382.06141201784914
NV,2055,382.06141201784914
NV,2056,382.06141201784914
NV,2057,382.06141201784914
NV,2058,382.06141201784914
NV,2059,382.06141201784914
NV,2060,382.06141201784914
NV,2061,382.06141201784914
NV,2062,382.06141201784914
NV,2063,382.06141201784914
NV,2064,382.06141201784914
NV,2065,382.06141201784914
NV,2066,382.06141201784914
NV,2067,382.06141201784914
NV,2068,382.06141201784914
NV,2069,382.06141201784914
NY,2020,677.4810843224757
NY,2021,677.4810843224757
NY,2022,677.4810843224757
NY,2023,677.4810843224757
NY,2024,677.4810843224757
NY,2025,632.3965149297173
NY,2026,486.11968465052354
NY,2027,486.11968465052354
NY,2028,304.8995573114168
NY,2029,304.8995573114168
NY,2030,224.87169085874558
NY,2031,193.65420906894326
NY,2032,162.43672727914094
NY,2033,131.2192454893386
NY,2034,100.00176369953627
NY,2035,68.78428190973393
NY,2036,58.99574948411795
NY,2037,49.207217058501975
NY,2038,39.41868463288599
NY,2039,29.630152207270008
NY,2040,19.84161978165402
NY,2041,15.873295825323217
NY,2042,11.904971868992414
NY,2043,7.936647912661607
NY,2044,3.9683239563308037
NY,2045,0
NY,2046,0
NY,2047,0
NY,2048,0
NY,2049,0
NY,2050,0
NY,2051,0
NY,2052,0
NY,2053,0
NY,2054,0
NY,2055,0
NY,2056,0
NY,2057,0
NY,2058,0
NY,2059,0
NY,2060,0
NY,2061,0
NY,2062,0
NY,2063,0
NY,2064,0
NY,2065,0
NY,2066,0
NY,2067,0
NY,2068,0
NY,2069,0
OH,2020,995.6083881549952
OH,2021,995.6083881549952
OH,2022,995.6083881549952
OH,2023,995.6083881549952
OH,2024,995.6083881549952
OH,2025,972.3496005220562
OH,2026,901.8016190761753
OH,2027,901.8016190761753
OH,2028,851.8668759590126
OH,2029,851.8668759590126
OH,2030,849.221326654792
OH,2031,853.7628529603707
OH,2032,858.3043792659493
OH,2033,862.8459055715279
OH,2034,867.3874318771065
OH,2035,871.928958182685
OH,2036,878.7632938852548
OH,2037,885.5976295878245
OH,2038,892.4319652903943
OH,2039,899.2663009929639
OH,2040,906.1006366955336
OH,2041,904.8660470202307
OH,2042,903.6314573449278
OH,2043,902.3968676696248
OH,2044,901.1622779943219
OH,2045,899.927688319019
OH,2046,897.6348789220278
OH,2047,895.3420695250368
OH,2048,893.0492601280456
OH,2049,890.7564507310545
OH,2050,888.4636413340634
OH,2051,888.4636413340634
OH,2052,888.4636413340634
OH,2053,888.4636413340634
OH,2054,888.4636413340634
OH,2055,888.4636413340634
OH,2056,888.4636413340634
OH,2057,888.4636413340634
OH,2058,888.4636413340634
OH,2059,888.4636413340634
OH,2060,888.4636413340634
OH,2061,888.4636413340634
OH,2062,888.4636413340634
OH,2063,888.4636413340634
OH,2064,888.4636413340634
OH,2065,888.4636413340634
OH,2066,888.4636413340634
OH,2067,888.4636413340634
OH,2068,888.4636413340634
OH,2069,888.4636413340634
OK,2020,887.1408666819531
OK,2021,887.1408666819531
OK,2022,887.1408666819531
OK,2023,887.1408666819531
OK,2024,887.1408666819531
OK,2025,755.7452512389997
OK,2026,509.9296283885084
OK,2027,509.9296283885084
OK,2028,333.89036843683346
OK,2029,333.89036843683346
OK,2030,272.27111589269686
OK,2031,285.1461225065701
OK,2032,298.0211291204434
OK,2033,310.89613573431666
OK,2034,323.7711423481899
OK,2035,336.6461489620632
OK,2036,353.4453870438636
OK,2037,370.244625125664
OK,2038,387.0438632074644
OK,2039,403.84310128926484
OK,2040,420.64233937106525
OK,2041,428.2262473764975
OK,2042,435.8101553819297
OK,2043,443.3940633873619
OK,2044,450.9779713927941
OK,2045,458.56187939822627
OK,2046,458.29732446780423
OK,2047,458.03276953738214
OK,2048,457.76821460696016
OK,2049,457.50365967653806
OK,2050,457.239104746116
OK,2051,457.239104746116
OK,2052,457.239104746116
OK,2053,457.239104746116
OK,2054,457.239104746116
OK,2055,457.239104746116
OK,2056,457.239104746116
OK,2057,457.239104746116
OK,2058,457.239104746116
OK,2059,457.239104746116
OK,2060,457.239104746116
OK,2061,457.239104746116
OK,2062,457.239104746116
OK,2063,457.239104746116
OK,2064,457.239104746116
OK,2065,457.239104746116
OK,2066,457.239104746116
OK,2067,457.239104746116
OK,2068,457.239104746116
OK,2069,457.239104746116
OR,2020,813.0654861637781
OR,2021,813.0654861637781
OR,2022,813.0654861637781
OR,2023,813.0654861637781
OR,2024,813.0654861637781
OR,2025,702.2831090495432
OR,2026,491.52101447997376
OR,2027,491.52101447997376
OR,2028,284.617012645726
OR,2029,284.617012645726
OR,2030,177.69272826681268
OR,2031,164.24451930369162
OR,2032,150.79631034057053
OR,2033,137.3481013774495
OR,2034,123.89989241432845
OR,2035,110.45168345120739
OR,2036,96.38617965043487
OR,2037,82.32067584966235
OR,2038,68.25517204888983
OR,2039,54.189668248117314
OR,2040,40.124164447344796
OR,2041,32.099331557875836
OR,2042,24.07449866840688
OR,2043,16.04966577893792
OR,2044,8.02483288946896
OR,2045,0
OR,2046,0
OR,2047,0
OR,2048,0
OR,2049,0
OR,2050,0
OR,2051,0
OR,2052,0
OR,2053,0
OR,2054,0
OR,2055,0
OR,2056,0
OR,2057,0
OR,2058,0
OR,2059,0
OR,2060,0
OR,2061,0
OR,2062,0
OR,2063,0
OR,2064,0
OR,2065,0
OR,2066,0
OR,2067,0
OR,2068,0
OR,2069,0
PA,2020,952.1772870773746
PA,2021,952.1772870773746
PA,2022,952.1772870773746
PA,2023,952.1772870773746
PA,2024,952.1772870773746
PA,2025,913.8168221661768
PA,2026,823.3169897176327
PA,2027,823.3169897176327
PA,2028,790.2476234148761
PA,2029,790.2476234148761
PA,2030,809.3176246494658
PA,2031,822.8540185893942
PA,2032,836.3904125293225
PA,2033,849.926806469251
PA,2034,863.4632004091794
PA,2035,876.9995943491077
PA,2036,889.5659535441553
PA,2037,902.1323127392028
PA,2038,914.6986719342505
PA,2039,927.265031129298
PA,2040,939.8313903243455
PA,2041,939.4345579287124
PA,2042,939.0377255330793
PA,2043,938.6408931374463
PA,2044,938.2440607418131
PA,2045,937.84722834618
PA,2046,934.4961992275007
PA,2047,931.1451701088214
PA,2048,927.794140990142
PA,2049,924.4431118714626
PA,2050,921.0920827527833
PA,2051,921.0920827527833
PA,2052,921.0920827527833
PA,2053,921.0920827527833
PA,2054,921.0920827527833
PA,2055,921.0920827527833
PA,2056,921.0920827527833
PA,2057,921.0920827527833
PA,2058,921.0920827527833
PA,2059,921.0920827527833
PA,2060,921.0920827527833
PA,2061,921.0920827527833
PA,2062,921.0920827527833
PA,2063,921.0920827527833
PA,2064,921.0920827527833
PA,2065,921.0920827527833
PA,2066,921.0920827527833
PA,2067,921.0920827527833
PA,2068,921.0920827527833
PA,2069,921.0920827527833
RI,2020,839.7414416480018
RI,2021,839.7414416480018
RI,2022,839.7414416480018
RI,2023,839.7414416480018
RI,2024,839.7414416480018
RI,2025,765.3353674667992
RI,2026,602.523854036227
RI,2027,602.523854036227
RI,2028,403.2258064516133
RI,2029,403.2258064516133
RI,2030,292.33319811636926
RI,2031,258.7788144411721
RI,2032,225.22443076597497
RI,2033,191.67004709077784
RI,2034,158.1156634155807
RI,2035,124.56127974038358
RI,2036,102.2945730965274
RI,2037,80.02786645267122
RI,2038,57.761159808815044
RI,2039,35.49445316495886
RI,2040,13.22774652110268
RI,2041,13.315931497910032
RI,2042,13.404116474717384
RI,2043,13.492301451524735
RI,2044,13.580486428332087
RI,2045,13.668671405139436
RI,2046,13.712763893543112
RI,2047,13.756856381946788
RI,2048,13.800948870350464
RI,2049,13.84504135875414
RI,2050,13.889133847157815
RI,2051,13.889133847157815
RI,2052,13.889133847157815
RI,2053,13.889133847157815
RI,2054,13.889133847157815
RI,2055,13.889133847157815
RI,2056,13.889133847157815
RI,2057,13.889133847157815
RI,2058,13.889133847157815
RI,2059,13.889133847157815
RI,2060,13.889133847157815
RI,2061,13.889133847157815
RI,2062,13.889133847157815
RI,2063,13.889133847157815
RI,2064,13.889133847157815
RI,2065,13.889133847157815
RI,2066,13.889133847157815
RI,2067,13.889133847157815
RI,2068,13.889133847157815
RI,2069,13.889133847157815
SC,2020,834.6708054815792
SC,2021,834.6708054815792
SC,2022,834.6708054815792
SC,2023,834.6708054815792
SC,2024,834.6708054815792
SC,2025,729.7306830808312
SC,2026,562.9508456939283
SC,2027,562.9508456939283
SC,2028,519.8504382793354
SC,2029,519.8504382793354
SC,2030,538.5897458508975
SC,2031,563.6342792641852
SC,2032,588.678812677473
SC,2033,613.7233460907607
SC,2034,638.7678795040484
SC,2035,663.8124129173362
SC,2036,687.8869115857432
SC,2037,711.96141025415
SC,2038,736.0359089225568
SC,2039,760.1104075909636
SC,2040,784.1849062593706
SC,2041,793.5325138009498
SC,2042,802.880121342529
SC,2043,812.2277288841082
SC,2044,821.5753364256874
SC,2045,830.9229439672666
SC,2046,830.5261115716336
SC,2047,830.1292791760005
SC,2048,829.7324467803675
SC,2049,829.3356143847344
SC,2050,828.9387819891014
SC,2051,828.9387819891014
SC,2052,828.9387819891014
SC,2053,828.9387819891014
SC,2054,828.9387819891014
SC,2055,828.9387819891014
SC,2056,828.9387819891014
SC,2057,828.9387819891014
SC,2058,828.9387819891014
SC,2059,828.9387819891014
SC,2060,828.9387819891014
SC,2061,828.9387819891014
SC,2062,828.9387819891014
SC,2063,828.9387819891014
SC,2064,828.9387819891014
SC,2065,828.9387819891014
SC,2066,828.9387819891014
SC,2067,828.9387819891014
SC,2068,828.9387819891014
SC,2069,828.9387819891014
SD,2020,669.7648988518324
SD,2021,669.7648988518324
SD,2022,669.7648988518324
SD,2023,669.7648988518324
SD,2024,669.7648988518324
SD,2025,546.8570874265866
SD,2026,348.99204571509244
SD,2027,348.99204571509244
SD,2028,286.60117462389144
SD,2029,286.60117462389144
SD,2030,299.1675338189389
SD,2031,313.6298700153445
SD,2032,328.0922062117501
SD,2033,342.5545424081557
SD,2034,357.0168786045613
SD,2035,371.47921480096693
SD,2036,383.69283408878505
SD,2037,395.9064533766032
SD,2038,408.1200726644214
SD,2039,420.3336919522395
SD,2040,432.54731124005764
SD,2041,434.84012063704876
SD,2042,437.13293003403993
SD,2043,439.42573943103105
SD,2044,441.7185488280222
SD,2045,444.01135822501334
SD,2046,446.9655549480596
SD,2047,449.91975167110587
SD,2048,452.8739483941521
SD,2049,455.82814511719835
SD,2050,458.7823418402446
SD,2051,458.7823418402446
SD,2052,458.7823418402446
SD,2053,458.7823418402446
SD,2054,458.7823418402446
SD,2055,458.7823418402446
SD,2056,458.7823418402446
SD,2057,458.7823418402446
SD,2058,458.7823418402446
SD,2059,458.7823418402446
SD,2060,458.7823418402446
SD,2061,458.7823418402446
SD,2062,458.7823418402446
SD,2063,458.7823418402446
SD,2064,458.7823418402446
SD,2065,458.7823418402446
SD,2066,458.7823418402446
SD,2067,458.7823418402446
SD,2068,458.7823418402446
SD,2069,458.7823418402446
TN,2020,809.9790119755207
TN,2021,809.9790119755207
TN,2022,809.9790119755207
TN,2023,809.9790119755207
TN,2024,809.9790119755207
TN,2025,800.8298206317581
TN,2026,800.2786645267122
TN,2027,800.2786645267122
TN,2028,882.9520802836039
TN,2029,882.9520802836039
TN,2030,957.0274608017791
TN,2031,979.5146298876535
TN,2032,1002.001798973528
TN,2033,1024.4889680594026
TN,2034,1046.9761371452773
TN,2035,1069.4633062311518
TN,2036,1066.8177569269312
TN,2037,1064.1722076227109
TN,2038,1061.52665831849
TN,2039,1058.8811090142697
TN,2040,1056.235559710049
TN,2041,1041.993685955662
TN,2042,1027.7518122012746
TN,2043,1013.5099384468874
TN,2044,999.2680646925002
TN,2045,985.026190938113
TN,2046,969.2851725780008
TN,2047,953.5441542178887
TN,2048,937.8031358577764
TN,2049,922.0621174976642
TN,2050,906.3210991375521
TN,2051,906.3210991375521
TN,2052,906.3210991375521
TN,2053,906.3210991375521
TN,2054,906.3210991375521
TN,2055,906.3210991375521
TN,2056,906.3210991375521
TN,2057,906.3210991375521
TN,2058,906.3210991375521
TN,2059,906.3210991375521
TN,2060,906.3210991375521
TN,2061,906.3210991375521
TN,2062,906.3210991375521
TN,2063,906.3210991375521
TN,2064,906.3210991375521
TN,2065,906.3210991375521
TN,2066,906.3210991375521
TN,2067,906.3210991375521
TN,2068,906.3210991375521
TN,2069,906.3210991375521
TX,2020,688.9451313074313
TX,2021,688.9451313074313
TX,2022,688.9451313074313
TX,2023,688.9451313074313
TX,2024,688.9451313074313
TX,2025,575.2967424469574
TX,2026,338.850773382247
TX,2027,338.850773382247
TX,2028,179.23596536094132
TX,2029,179.23596536094132
TX,2030,142.4187375438722
TX,2031,154.27961692446092
TX,2032,166.14049630504968
TX,2033,178.0013756856384
TX,2034,189.86225506622716
TX,2035,201.7231344468159
TX,2036,211.59985184923923
TX,2037,221.47656925166257
TX,2038,231.35328665408588
TX,2039,241.23000405650922
TX,2040,251.10672145893258
TX,2041,246.3447327113356
TX,2042,241.58274396373864
TX,2043,236.82075521614166
TX,2044,232.0587664685447
TX,2045,227.29677772094772
TX,2046,217.42006031852438
TX,2047,207.54334291610107
